title,description,genres
Star Wars: Episode IX - The Rise of Skywalker,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.","['Action', 'Adventure', 'Fantasy']"
Jung_E,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.","['Action', 'Adventure', 'Drama']"
Aquaman and the Lost Kingdom,Plot unknown. Sequel to the 2018 film 'Aquaman.',"['Action', 'Adventure', 'Fantasy']"
Batman Begins,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.","['Action', 'Crime', 'Drama']"
Harry Potter and the Half-Blood Prince,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","['Action', 'Adventure', 'Family']"
The Equalizer,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,"['Action', 'Crime', 'Thriller']"
Lou,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts.","['Action', 'Crime', 'Drama']"
The Last Duel,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,"['Action', 'Drama', 'History']"
Above Suspicion,The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.,"['Action', 'Biography', 'Crime']"
The Rock,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.","['Action', 'Adventure', 'Thriller']"
RoboCop,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.","['Action', 'Crime', 'Sci-Fi']"
21 Jump Street,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,"['Action', 'Comedy', 'Crime']"
Black Widow,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,"['Action', 'Adventure', 'Sci-Fi']"
Shang-Chi and the Legend of the Ten Rings,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.","['Action', 'Adventure', 'Fantasy']"
Kill Bill: Vol. 1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","['Action', 'Crime', 'Drama']"
The Old Way,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.","['Action', 'Western']"
The Revenant,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,"['Action', 'Adventure', 'Drama']"
You Only Live Twice,"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States.","['Action', 'Adventure', 'Thriller']"
Divergent,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","['Action', 'Adventure', 'Mystery']"
Star Wars: Episode I - The Phantom Menace,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.","['Action', 'Adventure', 'Fantasy']"
Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","['Action', 'Drama', 'Sport']"
Flushed Away,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.","['Animation', 'Action', 'Adventure']"
The Avengers,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"['Action', 'Sci-Fi']"
Transformers,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.","['Action', 'Adventure', 'Sci-Fi']"
Troll,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo.","['Action', 'Adventure', 'Drama']"
National Treasure,A historian races to find the legendary Templar Treasure before a team of mercenaries.,"['Action', 'Adventure', 'Mystery']"
Star Wars: Episode VII - The Force Awakens,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","['Action', 'Adventure', 'Sci-Fi']"
Mission: Impossible,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.","['Action', 'Adventure', 'Thriller']"
Bad Boys,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,"['Action', 'Comedy', 'Crime']"
Shooter,"A marksman living in exile is coaxed back into action after hearing of a plot to kill the President. After being-double crossed for the attempt and on the run, he sets out for the real killer and the truth.","['Action', 'Drama', 'Thriller']"
Morbius,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.","['Action', 'Adventure', 'Horror']"
Enola Holmes,"When Enola Holmes (Sherlock's teen sister) discovers her mother is missing, she endeavors to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy.","['Action', 'Adventure', 'Crime']"
Thunderbolts,A group of supervillains are recruited to go on missions for the government.,"['Action', 'Adventure', 'Crime']"
Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","['Action', 'Adventure', 'Sci-Fi']"
From Russia with Love,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.,"['Action', 'Adventure', 'Thriller']"
The Maze Runner,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","['Action', 'Mystery', 'Sci-Fi']"
Jack Reacher,A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting.,"['Action', 'Mystery', 'Thriller']"
Kung Fu Panda,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","['Animation', 'Action', 'Adventure']"
2012,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,"['Action', 'Adventure', 'Sci-Fi']"
Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","['Action', 'Adventure', 'Thriller']"
The Hunger Games: Mockingjay - Part 2,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,"['Action', 'Adventure', 'Sci-Fi']"
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"['Action', 'Crime', 'Thriller']"
Minority Report,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.","['Action', 'Crime', 'Mystery']"
Angel Has Fallen,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,"['Action', 'Thriller']"
Fast & Furious,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.","['Action', 'Crime', 'Thriller']"
Red Notice,An Interpol agent successfully tracks down the world's most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.,"['Action', 'Comedy', 'Thriller']"
Beverly Hills Cop,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,"['Action', 'Comedy', 'Crime']"
Batgirl,"Based upon the popular DC character, Barbara Gordon dons the guise of Batgirl to fight crime.","['Action', 'Adventure', 'Crime']"
